participant_id,program_name,age_group,enrollment_date,attendance_date,attended
43,Arts & Crafts,13-Nov,3/11/2024,4/23/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,7/8/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,4/24/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,6/24/2024,0
43,Arts & Crafts,13-Nov,3/11/2024,4/26/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,3/23/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,7/7/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,4/1/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,7/6/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,3/31/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,6/4/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,6/10/2024,0
43,Arts & Crafts,13-Nov,3/11/2024,3/19/2024,0
43,Arts & Crafts,13-Nov,3/11/2024,4/5/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,3/19/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,3/25/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,3/20/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,6/6/2024,1
43,Arts & Crafts,13-Nov,3/11/2024,4/21/2024,1
44,After School Care,10-Aug,3/4/2024,3/10/2024,0
44,After School Care,10-Aug,3/4/2024,5/27/2024,1
44,After School Care,10-Aug,3/4/2024,3/21/2024,1
44,After School Care,10-Aug,3/4/2024,5/9/2024,1
44,After School Care,10-Aug,3/4/2024,4/14/2024,1
44,After School Care,10-Aug,3/4/2024,6/29/2024,1
44,After School Care,10-Aug,3/4/2024,4/11/2024,1
44,After School Care,10-Aug,3/4/2024,4/13/2024,1
44,After School Care,10-Aug,3/4/2024,6/24/2024,1
44,After School Care,10-Aug,3/4/2024,5/17/2024,1
44,After School Care,10-Aug,3/4/2024,6/14/2024,1
44,After School Care,10-Aug,3/4/2024,3/27/2024,1
44,After School Care,10-Aug,3/4/2024,5/2/2024,1
44,After School Care,10-Aug,3/4/2024,4/18/2024,1
44,After School Care,10-Aug,3/4/2024,3/22/2024,1
44,After School Care,10-Aug,3/4/2024,5/10/2024,0
44,After School Care,10-Aug,3/4/2024,6/1/2024,1
44,After School Care,10-Aug,3/4/2024,6/13/2024,1
44,After School Care,10-Aug,3/4/2024,4/14/2024,1
44,After School Care,10-Aug,3/4/2024,4/4/2024,1
44,After School Care,10-Aug,3/4/2024,4/11/2024,1
44,After School Care,10-Aug,3/4/2024,6/20/2024,1
44,After School Care,10-Aug,3/4/2024,6/21/2024,0
44,After School Care,10-Aug,3/4/2024,4/8/2024,1
44,After School Care,10-Aug,3/4/2024,6/15/2024,1
44,After School Care,10-Aug,3/4/2024,6/12/2024,1
44,After School Care,10-Aug,3/4/2024,6/8/2024,1
44,After School Care,10-Aug,3/4/2024,4/8/2024,1
44,After School Care,10-Aug,3/4/2024,3/6/2024,1
44,After School Care,10-Aug,3/4/2024,5/15/2024,1
44,After School Care,10-Aug,3/4/2024,3/11/2024,1
44,After School Care,10-Aug,3/4/2024,6/8/2024,1
44,After School Care,10-Aug,3/4/2024,5/12/2024,1
44,After School Care,10-Aug,3/4/2024,4/13/2024,1
44,After School Care,10-Aug,3/4/2024,6/14/2024,1
44,After School Care,10-Aug,3/4/2024,5/10/2024,1
44,After School Care,10-Aug,3/4/2024,3/16/2024,1
44,After School Care,10-Aug,3/4/2024,4/21/2024,1
44,After School Care,10-Aug,3/4/2024,5/2/2024,0
45,After School Care,7-May,1/16/2024,2/22/2024,1
45,After School Care,7-May,1/16/2024,5/10/2024,1
45,After School Care,7-May,1/16/2024,4/22/2024,1
45,After School Care,7-May,1/16/2024,1/29/2024,1
45,After School Care,7-May,1/16/2024,2/20/2024,1
45,After School Care,7-May,1/16/2024,4/21/2024,1
45,After School Care,7-May,1/16/2024,2/7/2024,1
45,After School Care,7-May,1/16/2024,5/8/2024,1
45,After School Care,7-May,1/16/2024,5/3/2024,1
45,After School Care,7-May,1/16/2024,3/21/2024,1
45,After School Care,7-May,1/16/2024,4/29/2024,1
45,After School Care,7-May,1/16/2024,4/9/2024,0
45,After School Care,7-May,1/16/2024,1/17/2024,1
45,After School Care,7-May,1/16/2024,4/15/2024,1
45,After School Care,7-May,1/16/2024,3/28/2024,1
45,After School Care,7-May,1/16/2024,3/20/2024,1
46,Youth Sports,13-Nov,6/28/2024,9/8/2024,1
46,Youth Sports,13-Nov,6/28/2024,7/12/2024,1
46,Youth Sports,13-Nov,6/28/2024,7/18/2024,1
46,Youth Sports,13-Nov,6/28/2024,8/1/2024,1
46,Youth Sports,13-Nov,6/28/2024,9/1/2024,1
46,Youth Sports,13-Nov,6/28/2024,9/26/2024,1
46,Youth Sports,13-Nov,6/28/2024,6/29/2024,1
46,Youth Sports,13-Nov,6/28/2024,8/1/2024,0
46,Youth Sports,13-Nov,6/28/2024,9/17/2024,1
46,Youth Sports,13-Nov,6/28/2024,9/13/2024,0
46,Youth Sports,13-Nov,6/28/2024,7/17/2024,0
46,Youth Sports,13-Nov,6/28/2024,9/17/2024,0
46,Youth Sports,13-Nov,6/28/2024,7/7/2024,1
46,Youth Sports,13-Nov,6/28/2024,7/22/2024,1
46,Youth Sports,13-Nov,6/28/2024,9/1/2024,1
46,Youth Sports,13-Nov,6/28/2024,7/22/2024,1
46,Youth Sports,13-Nov,6/28/2024,8/20/2024,1
46,Youth Sports,13-Nov,6/28/2024,7/30/2024,1
47,Summer Camp,7-May,2/29/2024,3/31/2024,1
47,Summer Camp,7-May,2/29/2024,5/31/2024,1
47,Summer Camp,7-May,2/29/2024,4/11/2024,0
47,Summer Camp,7-May,2/29/2024,3/1/2024,1
47,Summer Camp,7-May,2/29/2024,4/28/2024,0
47,Summer Camp,7-May,2/29/2024,3/22/2024,1
47,Summer Camp,7-May,2/29/2024,5/21/2024,1
47,Summer Camp,7-May,2/29/2024,3/30/2024,1
47,Summer Camp,7-May,2/29/2024,6/22/2024,0
47,Summer Camp,7-May,2/29/2024,3/4/2024,0
48,Youth Sports,13-Nov,3/20/2024,6/24/2024,1
48,Youth Sports,13-Nov,3/20/2024,3/23/2024,1
48,Youth Sports,13-Nov,3/20/2024,3/23/2024,1
48,Youth Sports,13-Nov,3/20/2024,6/30/2024,1
48,Youth Sports,13-Nov,3/20/2024,4/28/2024,1
48,Youth Sports,13-Nov,3/20/2024,4/5/2024,1
48,Youth Sports,13-Nov,3/20/2024,6/28/2024,1
48,Youth Sports,13-Nov,3/20/2024,6/30/2024,1
48,Youth Sports,13-Nov,3/20/2024,5/10/2024,0
48,Youth Sports,13-Nov,3/20/2024,6/20/2024,1
48,Youth Sports,13-Nov,3/20/2024,5/10/2024,1
48,Youth Sports,13-Nov,3/20/2024,4/24/2024,1
48,Youth Sports,13-Nov,3/20/2024,4/26/2024,1
48,Youth Sports,13-Nov,3/20/2024,6/30/2024,1
48,Youth Sports,13-Nov,3/20/2024,5/8/2024,1
48,Youth Sports,13-Nov,3/20/2024,5/21/2024,1
48,Youth Sports,13-Nov,3/20/2024,6/28/2024,1
48,Youth Sports,13-Nov,3/20/2024,7/13/2024,1
48,Youth Sports,13-Nov,3/20/2024,5/21/2024,1
48,Youth Sports,13-Nov,3/20/2024,5/20/2024,0
49,STEM Club,7-May,7/6/2024,9/6/2024,1
49,STEM Club,7-May,7/6/2024,7/26/2024,1
49,STEM Club,7-May,7/6/2024,8/26/2024,1
49,STEM Club,7-May,7/6/2024,8/29/2024,1
49,STEM Club,7-May,7/6/2024,10/30/2024,1
49,STEM Club,7-May,7/6/2024,7/31/2024,1
49,STEM Club,7-May,7/6/2024,9/11/2024,1
49,STEM Club,7-May,7/6/2024,8/8/2024,1
49,STEM Club,7-May,7/6/2024,8/26/2024,1
49,STEM Club,7-May,7/6/2024,10/25/2024,1
49,STEM Club,7-May,7/6/2024,9/25/2024,1
49,STEM Club,7-May,7/6/2024,10/17/2024,0
49,STEM Club,7-May,7/6/2024,10/12/2024,1
49,STEM Club,7-May,7/6/2024,10/18/2024,1
49,STEM Club,7-May,7/6/2024,10/6/2024,1
50,Summer Camp,13-Nov,7/18/2024,8/3/2024,1
50,Summer Camp,13-Nov,7/18/2024,9/15/2024,0
50,Summer Camp,13-Nov,7/18/2024,10/12/2024,0
50,Summer Camp,13-Nov,7/18/2024,10/13/2024,1
50,Summer Camp,13-Nov,7/18/2024,8/31/2024,1
50,Summer Camp,13-Nov,7/18/2024,10/8/2024,1
50,Summer Camp,13-Nov,7/18/2024,9/24/2024,1
50,Summer Camp,13-Nov,7/18/2024,8/18/2024,1
50,Summer Camp,13-Nov,7/18/2024,8/30/2024,1
50,Summer Camp,13-Nov,7/18/2024,9/20/2024,1
50,Summer Camp,13-Nov,7/18/2024,10/12/2024,1
50,Summer Camp,13-Nov,7/18/2024,10/26/2024,1
50,Summer Camp,13-Nov,7/18/2024,7/25/2024,1
50,Summer Camp,13-Nov,7/18/2024,10/2/2024,1
50,Summer Camp,13-Nov,7/18/2024,9/27/2024,0
50,Summer Camp,13-Nov,7/18/2024,10/12/2024,1
50,Summer Camp,13-Nov,7/18/2024,8/29/2024,0
50,Summer Camp,13-Nov,7/18/2024,7/18/2024,1
50,Summer Camp,13-Nov,7/18/2024,11/3/2024,1
51,After School Care,7-May,7/12/2024,8/30/2024,1
51,After School Care,7-May,7/12/2024,9/16/2024,1
51,After School Care,7-May,7/12/2024,8/29/2024,1
51,After School Care,7-May,7/12/2024,8/16/2024,1
51,After School Care,7-May,7/12/2024,9/17/2024,1
51,After School Care,7-May,7/12/2024,9/27/2024,0
51,After School Care,7-May,7/12/2024,10/24/2024,1
51,After School Care,7-May,7/12/2024,8/21/2024,1
51,After School Care,7-May,7/12/2024,10/8/2024,1
51,After School Care,7-May,7/12/2024,11/7/2024,1
51,After School Care,7-May,7/12/2024,9/11/2024,1
51,After School Care,7-May,7/12/2024,11/2/2024,1
51,After School Care,7-May,7/12/2024,7/21/2024,1
51,After School Care,7-May,7/12/2024,8/1/2024,1
51,After School Care,7-May,7/12/2024,8/16/2024,1
51,After School Care,7-May,7/12/2024,7/23/2024,0
51,After School Care,7-May,7/12/2024,10/10/2024,1
51,After School Care,7-May,7/12/2024,10/23/2024,1
51,After School Care,7-May,7/12/2024,7/13/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/29/2024,1
52,Youth Sports,10-Aug,2/1/2024,3/10/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/23/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/12/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/15/2024,1
52,Youth Sports,10-Aug,2/1/2024,3/18/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/18/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/21/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/13/2024,0
52,Youth Sports,10-Aug,2/1/2024,2/21/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/8/2024,0
52,Youth Sports,10-Aug,2/1/2024,3/17/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/14/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/20/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/7/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/23/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/18/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/6/2024,1
52,Youth Sports,10-Aug,2/1/2024,4/15/2024,1
52,Youth Sports,10-Aug,2/1/2024,4/26/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/22/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/17/2024,1
52,Youth Sports,10-Aug,2/1/2024,4/29/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/22/2024,1
52,Youth Sports,10-Aug,2/1/2024,5/2/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/29/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/13/2024,1
52,Youth Sports,10-Aug,2/1/2024,4/22/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/2/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/29/2024,1
52,Youth Sports,10-Aug,2/1/2024,4/25/2024,1
52,Youth Sports,10-Aug,2/1/2024,4/19/2024,1
52,Youth Sports,10-Aug,2/1/2024,3/23/2024,1
52,Youth Sports,10-Aug,2/1/2024,2/27/2024,1
53,After School Care,10-Aug,6/29/2024,9/11/2024,1
53,After School Care,10-Aug,6/29/2024,7/14/2024,0
53,After School Care,10-Aug,6/29/2024,10/21/2024,1
53,After School Care,10-Aug,6/29/2024,10/1/2024,1
53,After School Care,10-Aug,6/29/2024,10/25/2024,1
53,After School Care,10-Aug,6/29/2024,9/6/2024,1
53,After School Care,10-Aug,6/29/2024,8/23/2024,1
53,After School Care,10-Aug,6/29/2024,9/19/2024,1
53,After School Care,10-Aug,6/29/2024,10/7/2024,1
53,After School Care,10-Aug,6/29/2024,8/25/2024,0
53,After School Care,10-Aug,6/29/2024,7/2/2024,1
53,After School Care,10-Aug,6/29/2024,10/17/2024,1
53,After School Care,10-Aug,6/29/2024,7/2/2024,0
53,After School Care,10-Aug,6/29/2024,7/18/2024,1
53,After School Care,10-Aug,6/29/2024,7/8/2024,1
53,After School Care,10-Aug,6/29/2024,7/22/2024,1
53,After School Care,10-Aug,6/29/2024,10/24/2024,0
53,After School Care,10-Aug,6/29/2024,10/5/2024,1
53,After School Care,10-Aug,6/29/2024,7/24/2024,1
53,After School Care,10-Aug,6/29/2024,8/4/2024,0
53,After School Care,10-Aug,6/29/2024,10/8/2024,1
53,After School Care,10-Aug,6/29/2024,9/21/2024,1
53,After School Care,10-Aug,6/29/2024,8/21/2024,1
53,After School Care,10-Aug,6/29/2024,10/10/2024,1
54,STEM Club,13-Nov,6/24/2024,8/17/2024,1
54,STEM Club,13-Nov,6/24/2024,10/14/2024,1
54,STEM Club,13-Nov,6/24/2024,8/17/2024,1
54,STEM Club,13-Nov,6/24/2024,9/28/2024,1
54,STEM Club,13-Nov,6/24/2024,7/11/2024,1
54,STEM Club,13-Nov,6/24/2024,8/25/2024,1
54,STEM Club,13-Nov,6/24/2024,10/17/2024,1
54,STEM Club,13-Nov,6/24/2024,10/14/2024,1
54,STEM Club,13-Nov,6/24/2024,9/23/2024,0
54,STEM Club,13-Nov,6/24/2024,8/9/2024,1
54,STEM Club,13-Nov,6/24/2024,9/6/2024,1
54,STEM Club,13-Nov,6/24/2024,8/19/2024,1
54,STEM Club,13-Nov,6/24/2024,10/19/2024,1
54,STEM Club,13-Nov,6/24/2024,8/7/2024,1
54,STEM Club,13-Nov,6/24/2024,7/26/2024,1
54,STEM Club,13-Nov,6/24/2024,7/10/2024,1
54,STEM Club,13-Nov,6/24/2024,9/1/2024,1
54,STEM Club,13-Nov,6/24/2024,6/27/2024,1
54,STEM Club,13-Nov,6/24/2024,7/13/2024,0
54,STEM Club,13-Nov,6/24/2024,10/13/2024,1
54,STEM Club,13-Nov,6/24/2024,8/9/2024,1
54,STEM Club,13-Nov,6/24/2024,9/22/2024,1
54,STEM Club,13-Nov,6/24/2024,7/8/2024,0
54,STEM Club,13-Nov,6/24/2024,9/1/2024,0
54,STEM Club,13-Nov,6/24/2024,8/9/2024,1
54,STEM Club,13-Nov,6/24/2024,9/9/2024,0
54,STEM Club,13-Nov,6/24/2024,9/6/2024,1
54,STEM Club,13-Nov,6/24/2024,10/4/2024,1
54,STEM Club,13-Nov,6/24/2024,7/2/2024,1
54,STEM Club,13-Nov,6/24/2024,9/21/2024,0
54,STEM Club,13-Nov,6/24/2024,7/9/2024,1
54,STEM Club,13-Nov,6/24/2024,8/31/2024,0
54,STEM Club,13-Nov,6/24/2024,10/17/2024,0
54,STEM Club,13-Nov,6/24/2024,8/23/2024,1
55,STEM Club,10-Aug,4/29/2024,7/17/2024,0
55,STEM Club,10-Aug,4/29/2024,5/14/2024,1
55,STEM Club,10-Aug,4/29/2024,6/21/2024,0
55,STEM Club,10-Aug,4/29/2024,8/1/2024,1
55,STEM Club,10-Aug,4/29/2024,8/12/2024,1
55,STEM Club,10-Aug,4/29/2024,7/26/2024,1
55,STEM Club,10-Aug,4/29/2024,7/14/2024,1
55,STEM Club,10-Aug,4/29/2024,7/7/2024,0
55,STEM Club,10-Aug,4/29/2024,6/11/2024,1
55,STEM Club,10-Aug,4/29/2024,7/10/2024,1
55,STEM Club,10-Aug,4/29/2024,6/12/2024,1
55,STEM Club,10-Aug,4/29/2024,8/6/2024,1
55,STEM Club,10-Aug,4/29/2024,6/23/2024,0
55,STEM Club,10-Aug,4/29/2024,8/13/2024,1
56,After School Care,7-May,2/27/2024,5/18/2024,1
56,After School Care,7-May,2/27/2024,5/5/2024,1
56,After School Care,7-May,2/27/2024,2/29/2024,1
56,After School Care,7-May,2/27/2024,5/23/2024,1
56,After School Care,7-May,2/27/2024,5/26/2024,1
56,After School Care,7-May,2/27/2024,4/3/2024,1
56,After School Care,7-May,2/27/2024,5/24/2024,1
56,After School Care,7-May,2/27/2024,4/15/2024,1
56,After School Care,7-May,2/27/2024,3/16/2024,1
56,After School Care,7-May,2/27/2024,6/20/2024,1
56,After School Care,7-May,2/27/2024,5/25/2024,0
56,After School Care,7-May,2/27/2024,5/21/2024,1
56,After School Care,7-May,2/27/2024,3/9/2024,1
56,After School Care,7-May,2/27/2024,4/27/2024,0
56,After School Care,7-May,2/27/2024,4/7/2024,1
56,After School Care,7-May,2/27/2024,3/30/2024,1
56,After School Care,7-May,2/27/2024,4/16/2024,1
56,After School Care,7-May,2/27/2024,6/22/2024,1
56,After School Care,7-May,2/27/2024,5/4/2024,1
56,After School Care,7-May,2/27/2024,6/11/2024,0
56,After School Care,7-May,2/27/2024,5/7/2024,1
56,After School Care,7-May,2/27/2024,5/22/2024,1
56,After School Care,7-May,2/27/2024,6/24/2024,1
56,After School Care,7-May,2/27/2024,3/30/2024,1
56,After School Care,7-May,2/27/2024,5/17/2024,1
57,Arts & Crafts,10-Aug,5/6/2024,8/23/2024,1
57,Arts & Crafts,10-Aug,5/6/2024,8/29/2024,1
57,Arts & Crafts,10-Aug,5/6/2024,7/30/2024,1
57,Arts & Crafts,10-Aug,5/6/2024,5/20/2024,1
57,Arts & Crafts,10-Aug,5/6/2024,9/2/2024,1
57,Arts & Crafts,10-Aug,5/6/2024,8/17/2024,1
57,Arts & Crafts,10-Aug,5/6/2024,7/29/2024,0
57,Arts & Crafts,10-Aug,5/6/2024,7/23/2024,0
58,Youth Sports,7-May,2/11/2024,2/16/2024,1
58,Youth Sports,7-May,2/11/2024,3/20/2024,1
58,Youth Sports,7-May,2/11/2024,4/2/2024,1
58,Youth Sports,7-May,2/11/2024,3/4/2024,1
58,Youth Sports,7-May,2/11/2024,5/9/2024,1
58,Youth Sports,7-May,2/11/2024,3/31/2024,0
58,Youth Sports,7-May,2/11/2024,3/24/2024,1
58,Youth Sports,7-May,2/11/2024,2/29/2024,1
58,Youth Sports,7-May,2/11/2024,4/19/2024,1
58,Youth Sports,7-May,2/11/2024,4/1/2024,1
58,Youth Sports,7-May,2/11/2024,2/21/2024,1
58,Youth Sports,7-May,2/11/2024,6/9/2024,1
58,Youth Sports,7-May,2/11/2024,2/22/2024,1
58,Youth Sports,7-May,2/11/2024,4/24/2024,0
58,Youth Sports,7-May,2/11/2024,2/18/2024,1
58,Youth Sports,7-May,2/11/2024,3/5/2024,1
58,Youth Sports,7-May,2/11/2024,5/12/2024,1
58,Youth Sports,7-May,2/11/2024,3/22/2024,1
58,Youth Sports,7-May,2/11/2024,3/17/2024,0
58,Youth Sports,7-May,2/11/2024,5/21/2024,1
58,Youth Sports,7-May,2/11/2024,5/5/2024,1
58,Youth Sports,7-May,2/11/2024,4/22/2024,1
58,Youth Sports,7-May,2/11/2024,4/5/2024,1
58,Youth Sports,7-May,2/11/2024,2/19/2024,1
58,Youth Sports,7-May,2/11/2024,3/28/2024,0
58,Youth Sports,7-May,2/11/2024,2/25/2024,1
58,Youth Sports,7-May,2/11/2024,3/29/2024,0
58,Youth Sports,7-May,2/11/2024,5/30/2024,0
58,Youth Sports,7-May,2/11/2024,5/24/2024,1
58,Youth Sports,7-May,2/11/2024,5/2/2024,1
58,Youth Sports,7-May,2/11/2024,3/23/2024,1
58,Youth Sports,7-May,2/11/2024,4/10/2024,1
58,Youth Sports,7-May,2/11/2024,5/4/2024,1
58,Youth Sports,7-May,2/11/2024,4/20/2024,1
58,Youth Sports,7-May,2/11/2024,2/22/2024,1
58,Youth Sports,7-May,2/11/2024,2/12/2024,0
58,Youth Sports,7-May,2/11/2024,2/17/2024,1
58,Youth Sports,7-May,2/11/2024,4/30/2024,1
58,Youth Sports,7-May,2/11/2024,2/13/2024,1
59,STEM Club,7-May,5/10/2024,8/9/2024,1
59,STEM Club,7-May,5/10/2024,6/8/2024,1
59,STEM Club,7-May,5/10/2024,8/7/2024,1
59,STEM Club,7-May,5/10/2024,8/29/2024,1
59,STEM Club,7-May,5/10/2024,5/30/2024,1
59,STEM Club,7-May,5/10/2024,6/6/2024,1
59,STEM Club,7-May,5/10/2024,9/6/2024,1
59,STEM Club,7-May,5/10/2024,8/7/2024,1
59,STEM Club,7-May,5/10/2024,7/10/2024,1
59,STEM Club,7-May,5/10/2024,6/11/2024,0
59,STEM Club,7-May,5/10/2024,8/2/2024,1
59,STEM Club,7-May,5/10/2024,6/13/2024,1
59,STEM Club,7-May,5/10/2024,6/30/2024,1
59,STEM Club,7-May,5/10/2024,6/12/2024,0
59,STEM Club,7-May,5/10/2024,6/19/2024,1
59,STEM Club,7-May,5/10/2024,6/29/2024,1
60,STEM Club,7-May,7/18/2024,9/18/2024,1
60,STEM Club,7-May,7/18/2024,9/22/2024,1
60,STEM Club,7-May,7/18/2024,7/21/2024,1
60,STEM Club,7-May,7/18/2024,9/13/2024,0
60,STEM Club,7-May,7/18/2024,8/11/2024,1
60,STEM Club,7-May,7/18/2024,9/2/2024,1
60,STEM Club,7-May,7/18/2024,8/24/2024,1
60,STEM Club,7-May,7/18/2024,8/1/2024,1
60,STEM Club,7-May,7/18/2024,9/18/2024,1
60,STEM Club,7-May,7/18/2024,8/7/2024,1
60,STEM Club,7-May,7/18/2024,10/24/2024,0
60,STEM Club,7-May,7/18/2024,9/12/2024,1
60,STEM Club,7-May,7/18/2024,11/11/2024,0
60,STEM Club,7-May,7/18/2024,9/8/2024,1
60,STEM Club,7-May,7/18/2024,9/1/2024,1
60,STEM Club,7-May,7/18/2024,11/10/2024,1
60,STEM Club,7-May,7/18/2024,7/31/2024,1
60,STEM Club,7-May,7/18/2024,10/25/2024,1
60,STEM Club,7-May,7/18/2024,10/1/2024,1
60,STEM Club,7-May,7/18/2024,8/3/2024,1
60,STEM Club,7-May,7/18/2024,8/25/2024,1
60,STEM Club,7-May,7/18/2024,7/26/2024,0
60,STEM Club,7-May,7/18/2024,10/24/2024,1
60,STEM Club,7-May,7/18/2024,10/2/2024,1
60,STEM Club,7-May,7/18/2024,10/4/2024,1
60,STEM Club,7-May,7/18/2024,10/7/2024,1
60,STEM Club,7-May,7/18/2024,11/9/2024,1
61,STEM Club,10-Aug,4/29/2024,5/28/2024,1
61,STEM Club,10-Aug,4/29/2024,5/7/2024,1
61,STEM Club,10-Aug,4/29/2024,7/1/2024,1
61,STEM Club,10-Aug,4/29/2024,5/31/2024,1
61,STEM Club,10-Aug,4/29/2024,8/26/2024,0
61,STEM Club,10-Aug,4/29/2024,6/19/2024,1
61,STEM Club,10-Aug,4/29/2024,7/26/2024,1
61,STEM Club,10-Aug,4/29/2024,5/12/2024,0
61,STEM Club,10-Aug,4/29/2024,7/12/2024,1
61,STEM Club,10-Aug,4/29/2024,6/20/2024,1
61,STEM Club,10-Aug,4/29/2024,8/5/2024,1
61,STEM Club,10-Aug,4/29/2024,8/11/2024,1
61,STEM Club,10-Aug,4/29/2024,6/26/2024,0
61,STEM Club,10-Aug,4/29/2024,7/15/2024,1
61,STEM Club,10-Aug,4/29/2024,7/31/2024,1
61,STEM Club,10-Aug,4/29/2024,6/8/2024,0
61,STEM Club,10-Aug,4/29/2024,7/5/2024,0
61,STEM Club,10-Aug,4/29/2024,7/5/2024,1
61,STEM Club,10-Aug,4/29/2024,7/29/2024,1
61,STEM Club,10-Aug,4/29/2024,5/6/2024,1
61,STEM Club,10-Aug,4/29/2024,4/30/2024,1
62,After School Care,7-May,3/27/2024,5/19/2024,1
62,After School Care,7-May,3/27/2024,6/10/2024,1
62,After School Care,7-May,3/27/2024,5/11/2024,1
62,After School Care,7-May,3/27/2024,5/12/2024,0
62,After School Care,7-May,3/27/2024,4/10/2024,1
62,After School Care,7-May,3/27/2024,7/9/2024,1
62,After School Care,7-May,3/27/2024,4/14/2024,1
62,After School Care,7-May,3/27/2024,4/21/2024,1
62,After School Care,7-May,3/27/2024,5/17/2024,1
62,After School Care,7-May,3/27/2024,6/27/2024,1
62,After School Care,7-May,3/27/2024,4/17/2024,1
62,After School Care,7-May,3/27/2024,7/8/2024,1
62,After School Care,7-May,3/27/2024,4/16/2024,1
62,After School Care,7-May,3/27/2024,5/16/2024,1
62,After School Care,7-May,3/27/2024,5/3/2024,0
62,After School Care,7-May,3/27/2024,4/15/2024,0
63,Summer Camp,13-Nov,5/15/2024,8/28/2024,0
63,Summer Camp,13-Nov,5/15/2024,7/18/2024,0
63,Summer Camp,13-Nov,5/15/2024,7/10/2024,1
63,Summer Camp,13-Nov,5/15/2024,8/15/2024,1
63,Summer Camp,13-Nov,5/15/2024,8/31/2024,1
63,Summer Camp,13-Nov,5/15/2024,9/4/2024,1
63,Summer Camp,13-Nov,5/15/2024,8/21/2024,1
63,Summer Camp,13-Nov,5/15/2024,6/23/2024,1
63,Summer Camp,13-Nov,5/15/2024,5/28/2024,1
63,Summer Camp,13-Nov,5/15/2024,6/18/2024,0
63,Summer Camp,13-Nov,5/15/2024,7/1/2024,1
63,Summer Camp,13-Nov,5/15/2024,8/31/2024,0
63,Summer Camp,13-Nov,5/15/2024,8/6/2024,1
63,Summer Camp,13-Nov,5/15/2024,7/9/2024,1
63,Summer Camp,13-Nov,5/15/2024,7/2/2024,1
63,Summer Camp,13-Nov,5/15/2024,5/27/2024,1
63,Summer Camp,13-Nov,5/15/2024,7/14/2024,1
63,Summer Camp,13-Nov,5/15/2024,8/24/2024,1
63,Summer Camp,13-Nov,5/15/2024,7/2/2024,0
63,Summer Camp,13-Nov,5/15/2024,6/29/2024,1
63,Summer Camp,13-Nov,5/15/2024,9/4/2024,1
63,Summer Camp,13-Nov,5/15/2024,7/15/2024,1
63,Summer Camp,13-Nov,5/15/2024,5/22/2024,1
64,Arts & Crafts,7-May,4/18/2024,6/17/2024,0
64,Arts & Crafts,7-May,4/18/2024,8/7/2024,1
64,Arts & Crafts,7-May,4/18/2024,5/20/2024,1
64,Arts & Crafts,7-May,4/18/2024,6/1/2024,0
64,Arts & Crafts,7-May,4/18/2024,7/16/2024,1
64,Arts & Crafts,7-May,4/18/2024,7/29/2024,1
64,Arts & Crafts,7-May,4/18/2024,7/18/2024,1
64,Arts & Crafts,7-May,4/18/2024,6/25/2024,0
64,Arts & Crafts,7-May,4/18/2024,4/25/2024,1
64,Arts & Crafts,7-May,4/18/2024,5/12/2024,1
64,Arts & Crafts,7-May,4/18/2024,7/17/2024,0
64,Arts & Crafts,7-May,4/18/2024,6/2/2024,0
64,Arts & Crafts,7-May,4/18/2024,7/13/2024,1
64,Arts & Crafts,7-May,4/18/2024,5/17/2024,1
64,Arts & Crafts,7-May,4/18/2024,8/4/2024,1
64,Arts & Crafts,7-May,4/18/2024,6/3/2024,1
65,Summer Camp,13-Nov,3/15/2024,3/24/2024,1
